title,Year,Car Body Type,Mileage,Cylinder Volume,Horsepower,Transmission,Petrol Type,Owners,price
Cupra Formentor 1.5 TSI 150 V1 5dr DSG,2022,Hatchback,"6,782 miles",1.5L,148BHP,Auto,Petrol,1 owner,"£27,490"
Maserati Levante GT,2023,Hatchback,"1,000 miles",2.0L,326BHP,Auto,Hybrid,1 owner,"£74,950"
Skoda Octavia 2.0 TSI vRS 5dr DSG Petrol Hatchback,2019,Hatchback,"17,704 miles",2.0L,227BHP,Auto,Petrol,5 owners,"£21,300"
PORSCHE CAYMAN COUPE 4.0 GT4 2dr,2020,Coupe,"11,462 miles",4.0L,414BHP,Manual,Petrol,3 owners,"£89,000"
BENTLEY CONTINENTAL GT 6.0 W12 [635] Speed 2dr Auto,2016,Coupe,"28,100 miles",6.0L,626BHP,Auto,Petrol,5 owners,"£75,000"
PORSCHE 911 [991] CARRERA COUPE GTS 2dr PDK,2017,Coupe,"23,731 miles",3.0L,444BHP,Auto,Petrol,4 owners,"£89,750"
MINI HATCHBACK 2.0 Cooper S Works 210 3dr [Chili/Media Pack XL],2017,Hatchback,"24,225 miles",2.0L,189BHP,Manual,Petrol,1 owner,"£19,750"
AUDI TT 45 TFSI S Line 2dr S Tronic [Tech Pack],2019,Coupe,"29,770 miles",2.0L,241BHP,Auto,Petrol,1 owner,"£25,000"
ASTON MARTIN V8 VANTAGE COUPE SPECIAL EDITIONS N430 2dr Sportshift II,2015,Coupe,"14,301 miles",4.7L,430BHP,Auto,Petrol,2 owners,"£56,500"
VOLKSWAGEN GOLF 2.0 TSI 310 R 3dr AWD DSG,2017,Hatchback,"56,001 miles",2.0L,306BHP,Auto,Petrol,3 owners,"£23,000"
PORSCHE 911 [991] TURBO COUPE 2dr PDK,2017,Coupe,"7,507 miles",3.8L,532BHP,Auto,Petrol,1 owner,"£114,000"
PORSCHE CAYMAN COUPE 4.0 GT4 2dr PDK,2021,Coupe,"5,950 miles",4.0L,414BHP,Auto,Petrol,1 owner,"£93,000"
ROLLS-ROYCE DAWN CONVERTIBLE 2dr Auto,2016,Convertible,"16,450 miles",6.6L,563BHP,Auto,Petrol,2 owners,"£189,000"
PORSCHE 911 [992] CARRERA 4 COUPE S 2dr PDK,2019,Coupe,"19,571 miles",3.0L,444BHP,Auto,Petrol,1 owner,"£99,500"
ROLLS-ROYCE DAWN CONVERTIBLE 2dr Auto,2016,Convertible,"16,800 miles",6.6L,563BHP,Auto,Petrol,3 owners,"£188,000"
BENTLEY CONTINENTAL GT 4.0 V8 S Mulliner Driving Spec 2dr Auto,2016,Coupe,"24,500 miles",4.0L,521BHP,Auto,Petrol,2 owners,"£75,000"
FERRARI 488 CONVERTIBLE Spider 2dr Auto,2018,Convertible,"4,370 miles",3.9L,660BHP,Auto,Petrol,1 owner,"£199,000"
PORSCHE 911 [991] CARRERA CABRIOLET 2dr PDK,2015,Convertible,"46,544 miles",3.4L,350BHP,Auto,Petrol,3 owners,"£54,850"
BMW 1 SERIES M140i Shadow Edition 5dr Step Auto,2019,Hatchback,"41,500 miles",3.0L,335BHP,Auto,Petrol,2 owners,"£25,700"
AUDI RS Q8 RS Q8 TFSI Quattro Vorsprung 5dr Tiptronic,2021,Estate,"18,195 miles",4.0L,592BHP,Auto,Petrol,1 owner,"£104,000"
BENTLEY CONTINENTAL GTC 6.0 W12 First Edition 2dr Auto,2019,Convertible,"7,436 miles",6.0L,626BHP,Auto,Petrol,1 owner,"£175,000"
BENTLEY BENTAYGA 4.0 V8 5dr Auto [Touring Spec],2020,Estate,"10,758 miles",4.0L,542BHP,Auto,Petrol,1 owner,"£112,000"
BMW M4 M4 2dr DCT [Competition Pack],2019,Coupe,"16,262 miles",3.0L,444BHP,Auto,Petrol,4 owners,"£38,000"
BENTLEY BENTAYGA 4.0 V8 5dr Auto,2023,Estate,"22,500 miles",4.0L,542BHP,Auto,Petrol,3 owners,"£118,000"
BMW 1 SERIES M135i 3dr Step Auto,2016,Hatchback,"60,295 miles",3.0L,322BHP,Auto,Petrol,1 owner,"£18,000"
ROLLS-ROYCE DAWN CONVERTIBLE 2dr Auto,2019,Convertible,"16,403 miles",6.6L,563BHP,Auto,Petrol,1 owner,"£239,000"
BENTLEY CONTINENTAL GT 6.0 W12 First Edition 2dr Auto,2018,Coupe,"34,100 miles",6.0L,626BHP,Auto,Petrol,1 owner,"£116,000"
BMW M4 M4 2dr DCT [Competition Pack],2019,Coupe,"16,691 miles",3.0L,444BHP,Auto,Petrol,1 owner,"£39,500"
BENTLEY CONTINENTAL GTC 4.0 V8 S Mulliner Driving Spec 2dr Auto,2014,Convertible,"37,308 miles",4.0L,521BHP,Auto,Petrol,2 owners,"£61,850"
BMW M3 M3 4dr DCT [Competition Pack],2017,Saloon,"35,839 miles",3.0L,444BHP,Auto,Petrol,6 owners,"£39,000"
BENTLEY CONTINENTAL GT 6.0 W12 2dr Auto [City Spec],2019,Coupe,"9,500 miles",6.0L,626BHP,Auto,Petrol,4 owners,"£125,000"
FERRARI F12 BERLINETTA COUPE 2dr Auto,2017,Coupe,"15,628 miles",6.3L,731BHP,Auto,Petrol,3 owners,"£199,000"
BMW M2 M2 Competition 2dr DCT,2019,Coupe,"32,094 miles",3.0L,405BHP,Auto,Petrol,1 owner,"£38,750"
MINI COUNTRYMAN 2.0 [306] John Cooper Works ALL4 5dr Auto [Nav+],2020,Hatchback,"24,275 miles",2.0L,302BHP,Auto,Petrol,1 owner,"£31,500"
BMW X3 M xDrive X3 M Competition 5dr Step Auto,2019,Estate,"28,193 miles",3.0L,503BHP,Auto,Petrol,1 owner,"£48,000"
PORSCHE 911 [992] TARGA 4 2dr PDK,2021,Coupe,"3,445 miles",3.0L,380BHP,Auto,Petrol,2 owners,"£113,000"
BMW M4 M4 2dr DCT [Competition Pack],2017,Convertible,"33,000 miles",3.0L,444BHP,Auto,Petrol,1 owner,"£36,000"
MINI HATCHBACK 2.0 John Cooper Works 3dr [Chili/Media Pack XL],2016,Hatchback,"32,001 miles",2.0L,228BHP,Manual,Petrol,1 owner,"£19,500"
BENTLEY CONTINENTAL GT 4.0 V8 S Mulliner Driving Spec 2dr Auto,2017,Coupe,"31,834 miles",4.0L,521BHP,Auto,Petrol,4 owners,"£68,500"
MINI HATCHBACK 2.0 John Cooper Works II 3dr Auto [Chili Pk] 8Spd,2018,Hatchback,"25,000 miles",2.0L,228BHP,Auto,Petrol,2 owners,"£25,000"
AUDI A5 S5 Quattro 2dr Tiptronic,2018,Convertible,"37,000 miles",3.0L,349BHP,Auto,Petrol,2 owners,"£28,950"
BMW M4 M4 2dr,2015,Convertible,"47,962 miles",3.0L,425BHP,Manual,Petrol,2 owners,"£27,500"
BMW M4 M4 2dr DCT [Competition/Ultimate Pack],2019,Coupe,"37,750 miles",3.0L,444BHP,Auto,Petrol,2 owners,"£40,000"
BENTLEY CONTINENTAL GTC 6.0 W12 2dr Auto,2008,Convertible,"45,619 miles",6.0L,550BHP,Auto,Petrol,4 owners,"£32,500"
BMW 2 SERIES M240i 2dr [Nav] Step Auto,2019,Coupe,"26,629 miles",3.0L,335BHP,Auto,Petrol,1 owner,"£27,000"
MINI HATCHBACK 2.0 John Cooper Works GP II 3dr Auto [8 Speed],2020,Hatchback,"22,319 miles",2.0L,302BHP,Auto,Petrol,1 owner,"£35,000"
BMW M2 M2 Competition 2dr DCT,2020,Coupe,"18,800 miles",3.0L,242BHP,Auto,Petrol,1 owner,"£42,000"
BENTLEY CONTINENTAL GTC 4.0 V8 S Mulliner Driving Spec 2dr Auto,2017,Convertible,"14,200 miles",4.0L,521BHP,Auto,Petrol,1 owner,"£93,000"
BENTLEY CONTINENTAL GTC 6.0 W12 Mulliner Driving Spec 2dr Auto [Tour Spec],2019,Convertible,"4,677 miles",6.0L,626BHP,Auto,Petrol,1 owner,"£165,000"
PORSCHE 911 [991] CARRERA COUPE S 2dr PDK,2015,Coupe,"37,568 miles",3.8L,400BHP,Auto,Petrol,3 owners,"£69,000"
PORSCHE 911 [992] CARRERA COUPE GTS 2dr PDK,2022,Coupe,"1,457 miles",3.0L,473BHP,Auto,Petrol,1 owner,"£132,000"
BENTLEY CONTINENTAL GT 6.0 W12 Supersports 2dr Auto,2010,Coupe,"38,170 miles",6.0L,621BHP,Auto,Petrol,3 owners,"£39,000"
MASERATI LEVANTE V6 GranSport Nerissimo Pack 5dr Auto,2020,Estate,"15,322 miles",3.0L,345BHP,Auto,Petrol,1 owner,"£55,000"
ASTON MARTIN V12 VANTAGE ROADSTER SPECIAL EDITIONS S 2dr Sportshift III,2015,Convertible,"6,486 miles",5.9L,565BHP,Auto,Petrol,3 owners,"£105,000"
PORSCHE 911 [992] CARRERA 4 COUPE S 2dr PDK,2019,Coupe,"12,334 miles",3.0L,444BHP,Auto,Petrol,4 owners,"£105,000"
ASTON MARTIN RAPIDE S SALOON V12 [552] 4dr Touchtronic III Auto,2015,Saloon,"25,000 miles",5.9L,552BHP,Auto,Petrol,2 owners,"£65,000"
AUDI RS3 RS 3 TFSI 400 Quattro 5dr S Tronic,2019,Hatchback,"35,766 miles",2.5L,394BHP,Auto,Petrol,1 owner,"£37,500"
ASTON MARTIN DBX ESTATE V8 550 5dr Touchtronic Auto,2020,Estate,"45,018 miles",4.0L,543BHP,Auto,Petrol,1 owner,"£108,000"
AUDI RS4 RS 4 Quattro 4dr,2007,Saloon,"81,476 miles",4.2L,420BHP,Manual,Petrol,1 owner,"£24,000"
AUDI Q7 SQ7 Quattro 5dr Tip Auto,2018,Estate,"42,160 miles",4.0L,429BHP,Auto,Diesel,1 owner,"£50,000"
BMW 1 SERIES M135i xDrive 5dr Step Auto,2020,Hatchback,"33,143 miles",2.0L,302BHP,Auto,Petrol,1 owner,"£31,000"
MASERATI LEVANTE V6 GranSport Nerissimo Pack 5dr Auto,2020,Estate,"27,142 miles",3.0L,345BHP,Auto,Petrol,2 owners,"£48,000"
AUDI TT 2.0T FSI Sport 2dr,2016,Convertible,"48,500 miles",2.0L,227BHP,Manual,Petrol,3 owners,"£20,000"
JAGUAR XF SALOON 5.0 V8 Supercharged XFR 4dr Auto [Start Stop],2015,Saloon,"19,686 miles",5.0L,510BHP,Auto,Petrol,2 owners,"£29,750"
AUDI RS6 4.0T FSI Quattro RS 6 Plus 5dr Tip Auto,2017,Estate,"34,100 miles",4.0L,597BHP,Auto,Petrol,3 owners,"£56,000"
AUDI A5 S5 TDI Quattro 2dr Tiptronic,2020,Coupe,"19,877 miles",3.0L,342BHP,Auto,Diesel,2 owners,"£40,000"
AUDI A5 S5 Quattro 2dr Tiptronic,2018,Convertible,"30,657 miles",3.0L,349BHP,Auto,Petrol,3 owners,"£31,500"
BMW M4 M4 2dr DCT [Competition Pack],2017,Convertible,"24,327 miles",3.0L,444BHP,Auto,Petrol,1 owner,"£34,000"
BMW M5 M5 Competition 4dr DCT,2020,Saloon,"18,686 miles",4.4L,617BHP,Auto,Petrol,1 owner,"£63,500"
AUDI RS3 RS 3 TFSI Quattro Carbon Black 5dr S Tronic [C+S],2022,Hatchback,"4,029 miles",2.5L,394BHP,Auto,Petrol,1 owner,"£59,500"
AUDI A6 S6 TDI 349 Quattro 4dr Tip Auto,2020,Saloon,"31,805 miles",3.0L,344BHP,Auto,Diesel,2 owners,"£38,500"
MASERATI GHIBLI Hybrid Sportivo X 4dr Auto,2021,Saloon,"16,811 miles",2.0L,326BHP,Auto,Petrol,1 owner,"£54,000"
BMW M4 M4 2dr DCT [Competition Pack],2019,Coupe,"20,146 miles",3.0L,444BHP,Auto,Petrol,2 owners,"£40,500"
AUDI TT 45 TFSI S Line 2dr S Tronic [Tech Pack],2019,Convertible,"18,206 miles",2.0L,241BHP,Auto,Petrol,1 owner,"£29,500"
BMW 2 SERIES M235i xDrive 4dr Step Auto [Tech/Pro Pack],2020,Saloon,"28,581 miles",2.0L,302BHP,Auto,Petrol,2 owners,"£32,000"
BMW M4 M4 2dr DCT,2017,Convertible,"26,000 miles",3.0L,425BHP,Auto,Petrol,1 owner,"£32,000"
PORSCHE CAYENNE COUPE Turbo GT 5dr Tiptronic S,2022,Estate,"3,345 miles",4.0L,631BHP,Auto,Petrol,2 owners,"£169,500"
BMW M4 M4 2dr DCT [Competition Pack],2019,Coupe,"33,817 miles",3.0L,444BHP,Auto,Petrol,1 owner,"£38,500"
MASERATI GHIBLI V6 S 4dr Auto,2016,Saloon,"88,072 miles",3.0L,410BHP,Auto,Petrol,2 owners,"£20,450"
BMW 2 SERIES M240i 2dr [Nav] Step Auto,2017,Convertible,"20,878 miles",3.0L,335BHP,Auto,Petrol,3 owners,"£23,000"
MCLAREN 600LT SPIDER V8 2dr SSG Auto,2019,Convertible,"17,000 miles",3.8L,592BHP,Auto,Petrol,1 owner,"£159,000"
MERCEDES-BENZ E CLASS E53 4Matic+ Premium Plus 4dr 9G-Tronic,2020,Saloon,"17,799 miles",3.0L,429BHP,Auto,Petrol,1 owner,"£49,000"
AUDI RS3 2.5 TFSI RS 3 Quattro 5dr S Tronic,2017,Hatchback,"41,356 miles",2.5L,394BHP,Auto,Petrol,3 owners,"£36,000"
AUDI TT 1.8T FSI S Line 2dr,2016,Convertible,"38,214 miles",1.8L,178BHP,Manual,Petrol,1 owner,"£18,500"
BMW M3 M3 Competition 4dr Step Auto [M Carbon Pack],2021,Saloon,"13,538 miles",3.0L,503BHP,Auto,Petrol,2 owners,"£64,000"
AUDI A3 S3 TFSI Quattro 5dr S Tronic,2015,Hatchback,"53,001 miles",2.0L,296BHP,Auto,Petrol,1 owner,"£19,750"
AUDI RS6 RS 6 TFSI Quattro Vorsprung 5dr Tiptronic,2022,Estate,"8,168 miles",4.0L,592BHP,Auto,Petrol,1 owner,"£101,000"
MINI HATCHBACK 2.0 Cooper S 5dr Auto [JCW Sport/Media Pack XL],2015,Hatchback,"51,498 miles",2.0L,189BHP,Auto,Petrol,2 owners,"£15,250"
AUDI A3 S3 TFSI 5dr S Tronic,2021,Hatchback,"27,630 miles",2.0L,306BHP,Auto,Petrol,1 owner,"£36,000"
AUDI Q7 SQ7 Quattro 5dr Tip Auto,2017,Estate,"30,948 miles",4.0L,429BHP,Auto,Diesel,1 owner,"£51,000"
PORSCHE 911 [992] CARRERA 4 COUPE GTS 2dr PDK,2022,Coupe,"1,975 miles",3.0L,473BHP,Auto,Petrol,1 owner,"£159,500"
PORSCHE 911 [992] CARRERA COUPE S 2dr PDK,2019,Coupe,"18,881 miles",3.0L,444BHP,Auto,Petrol,1 owner,"£93,000"
BMW M4 M4 2dr DCT [Competition Pack],2018,Coupe,"28,412 miles",3.0L,444BHP,Auto,Petrol,2 owners,"£37,000"
BMW M4 M4 xDrive Competition M 2dr Step Auto,2021,Coupe,"6,038 miles",3.0L,503BHP,Auto,Petrol,1 owner,"£62,000"
MERCEDES-BENZ A CLASS A35 4Matic Premium Plus 5dr Auto,2021,Hatchback,"11,819 miles",2.0L,302BHP,Auto,Petrol,2 owners,"£40,000"
MERCEDES-BENZ CLA CLASS CLA 45 Night Edition Plus 4Matic 4dr Tip Auto,2019,Saloon,"43,038 miles",2.0L,375BHP,Auto,Petrol,1 owner,"£33,000"
AUDI RS6 4.0T FSI Quattro RS 6 Plus 5dr Tip Auto,2017,Estate,"36,735 miles",4.0L,597BHP,Auto,Petrol,3 owners,"£50,000"
PORSCHE 911 [991] GT COUPE GT3 2dr PDK,2014,Coupe,"27,329 miles",3.8L,475BHP,Auto,Petrol,3 owners,"£104,500"
AUDI RS4 RS 4 TFSI Quattro Sport Edition 5dr S Tronic [C+S],2019,Estate,"33,001 miles",2.9L,444BHP,Auto,Petrol,5 owners,"£55,000"
MINI CONVERTIBLE 2.0 John Cooper Works II 2dr Auto [Chi/Nav+] 8Spd,2017,Convertible,"15,318 miles",2.0L,425BHP,Auto,Petrol,3 owners,"£26,000"
AUDI Q7 SQ7 Quattro 5dr Tip Auto,2018,Estate,"50,449 miles",4.0L,429BHP,Auto,Diesel,2 owners,"£45,850"
BMW M3 M3 CS 4dr DCT,2018,Saloon,"34,554 miles",3.0L,453BHP,Auto,Petrol,2 owners,"£58,000"
AUDI Q7 SQ7 TDI Quattro 5dr Tiptronic [C+S Pack],2020,Estate,"6,494 miles",4.0L,429BHP,Auto,Diesel,1 owner,"£67,000"
AUDI RS4 RS 4 TFSI Quattro Vorsprung 5dr S Tronic,2021,Estate,"21,571 miles",2.9L,444BHP,Auto,Petrol,1 owner,"£68,000"
MERCEDES-BENZ C CLASS C63 S 4dr 9G-Tronic,2020,Saloon,"9,598 miles",4.0L,503BHP,Auto,Petrol,1 owner,"£52,750"
AUDI A8 S8 Plus TFSI Quattro 4dr Tip Auto,2016,Saloon,"28,007 miles",4.0L,596BHP,Auto,Petrol,3 owners,"£44,500"
BMW M2 M2 Competition 2dr DCT,2019,Coupe,"21,301 miles",3.0L,405BHP,Auto,Petrol,2 owners,"£39,750"
MINI COUNTRYMAN 2.0 John Cooper Works ALL4 5dr Auto [Nav+],2021,Hatchback,"16,000 miles",2.0L,302BHP,Auto,Petrol,1 owner,"£36,500"
BMW X3 M xDrive X3 M Competition 5dr Step Auto,2020,Estate,"20,000 miles",3.0L,503BHP,Auto,Petrol,1 owner,"£51,000"
MINI CLUBMAN 2.0 John Cooper Works ALL4 6dr Auto [Nav+ Pack],2019,Estate,"11,467 miles",2.0L,302BHP,Auto,Petrol,1 owner,"£29,750"
PORSCHE 911 [996] TURBO COUPE S 2dr Tiptronic S,2005,Coupe,"42,000 miles",3.6L,450BHP,Auto,Petrol,7 owners,"£48,000"
BMW M5 M5 4dr DCT [Competition Pack],2019,Saloon,"23,094 miles",4.4L,617BHP,Auto,Petrol,1 owner,"£59,000"
BMW M5 M5 4dr DCT [Competition Pack],2019,Saloon,"22,727 miles",4.4L,617BHP,Auto,Petrol,5 owners,"£56,500"
BMW 2 SERIES M235i xDrive 4dr Step Auto [Tech/Pro Pack],2020,Saloon,"28,000 miles",2.0L,302BHP,Auto,Petrol,3 owners,"£31,500"
MINI COUNTRYMAN 2.0 John Cooper Works ALL4 5dr Auto,2021,Hatchback,"13,671 miles",2.0L,302BHP,Auto,Petrol,1 owner,"£36,500"
MERCEDES-BENZ S CLASS S63 [612] 2dr Auto,2019,Coupe,"19,560 miles",4.0L,603BHP,Auto,Petrol,1 owner,"£85,000"
PORSCHE PANAMERA DIESEL SALOON 3.0 V6 Diesel 4dr Tiptronic S,2013,Saloon,"65,197 miles",3.0L,250BHP,Auto,Diesel,2 owners,"£24,500"
MASERATI GRANCABRIO V8 MC 2dr MC Shift,2017,Convertible,"15,965 miles",4.7L,460BHP,Auto,Petrol,2 owners,"£78,000"
BMW M4 M4 2dr DCT [Competition Pack],2017,Convertible,"17,113 miles",3.0L,444BHP,Auto,Petrol,2 owners,"£39,000"
PORSCHE MACAN ESTATE GTS 5dr PDK,2016,Estate,"46,389 miles",3.0L,355BHP,Auto,Petrol,1 owner,"£39,000"
AUDI TT 2.0 TDI Quattro Black Edition 2dr,2014,Coupe,"34,253 miles",2.0L,168BHP,Manual,Diesel,1 owner,"£13,950"
BMW 2 SERIES M235i 2dr Step Auto,2014,Coupe,"52,647 miles",3.0L,322BHP,Auto,Petrol,1 owner,"£18,000"
AUDI RS5 RS5 TFSI Quattro Audi Sport Edn 5dr Tiptronic,2019,Hatchback,"49,425 miles",2.9L,444BHP,Auto,Petrol,1 owner,"£45,000"
BMW 2 SERIES M235i xDrive 4dr Step Auto [Tech/Pro Pack],2020,Saloon,"16,001 miles",2.0L,302BHP,Auto,Petrol,1 owner,"£34,000"
BMW M6 M6 4dr DCT,2018,Saloon,"22,530 miles",4.4L,552BHP,Auto,Petrol,3 owners,"£44,000"
PORSCHE 911 [992] CARRERA 4 COUPE 2dr PDK,2019,Coupe,"21,954 miles",3.0L,380BHP,Auto,Petrol,1 owner,"£92,000"
MERCEDES-BENZ E CLASS E53 4Matic+ Premium 2dr 9G-Tronic,2019,Convertible,"40,629 miles",3.0L,429BHP,Auto,Petrol,1 owner,"£42,500"
MINI HATCHBACK 2.0 John Cooper Works II 3dr Auto [8 Speed],2021,Hatchback,"13,834 miles",2.0L,228BHP,Auto,Petrol,1 owner,"£27,500"
PORSCHE MACAN ESTATE 5dr PDK,2021,Estate,"9,701 miles",2.0L,242BHP,Auto,Petrol,1 owner,"£59,500"
LAMBORGHINI HURACÁN SPYDER LP 640-4 Performante 2dr LDF,2018,Convertible,"15,261 miles",5.2L,630BHP,Auto,Petrol,3 owners,"£205,000"
MERCEDES-BENZ AMG GT GT 63 S 4Matic + Premium plus 4dr Auto,2019,Coupe,"11,885 miles",4.0L,630BHP,Auto,Petrol,1 owner,"£104,000"
BMW M3 M3 xDrive Competition M 4dr Step Auto,2021,Saloon,"2,500 miles",3.0L,503BHP,Auto,Petrol,1 owner,"£72,950"
PORSCHE 911 [997] TURBO COUPE 2dr Tiptronic S,2007,Coupe,"38,928 miles",3.6L,473BHP,Auto,Petrol,4 owners,"£56,000"
AUDI RS6 RS 6 TFSI Quattro Carbon Black 5dr Tiptronic [C+S],2020,Estate,"19,800 miles",4.0L,592BHP,Auto,Petrol,3 owners,"£89,750"
MERCEDES-BENZ A CLASS A35 4Matic Premium Plus 5dr Auto,2019,Hatchback,"25,087 miles",2.0L,302BHP,Auto,Petrol,1 owner,"£34,000"
MASERATI GHIBLI V6 S GranSport 4dr Auto,2020,Saloon,"31,284 miles",3.0L,424BHP,Auto,Petrol,1 owner,"£52,500"
MERCEDES-BENZ G CLASS G63 5dr Tip Auto,2019,Estate,"34,418 miles",4.0L,577BHP,Auto,Petrol,3 owners,"£138,000"
BMW M5 M5 4dr DCT [Competition Pack],2020,Saloon,"17,810 miles",4.4L,617BHP,Auto,Petrol,2 owners,"£62,500"
PORSCHE 911 [992] CARRERA COUPE 2dr PDK,2019,Coupe,"13,018 miles",3.0L,380BHP,Auto,Petrol,1 owner,"£90,000"
PORSCHE 911 [992] CARRERA 4 COUPE S 2dr PDK,2022,Coupe,"7,500 miles",3.0L,444BHP,Auto,Petrol,1 owner,"£129,500"
PORSCHE CAYENNE DIESEL ESTATE Diesel 5dr Tiptronic S,2016,Estate,"45,767 miles",3.0L,262BHP,Auto,Diesel,1 owner,"£32,000"
AUDI TT 50 TFSI Quattro TTS Black Ed 2dr S Tronic [C+S],2020,Coupe,"10,097 miles",2.0L,306BHP,Auto,Petrol,1 owner,"£41,000"
BMW 2 SERIES M240i 2dr [Nav] Step Auto,2016,Convertible,"42,000 miles",3.0L,335BHP,Auto,Petrol,2 owners,"£21,500"
FERRARI 458 COUPE Italia 2dr Auto,2013,Coupe,"19,671 miles",4.5L,570BHP,Auto,Petrol,5 owners,"£149,000"
MINI HATCHBACK 1.6 John Cooper Works 3dr [Chili Pack],2013,Hatchback,"48,012 miles",1.6L,208BHP,Manual,Petrol,1 owner,"£14,500"
PORSCHE PANAMERA HATCHBACK 2.9 V6 4 E-Hybrid 5dr PDK,2017,Hatchback,"42,170 miles",2.9L,456BHP,Auto,Hybrid,2 owners,"£58,500"
MERCEDES-BENZ C CLASS C63 S 2dr 9G-Tronic,2019,Convertible,"15,808 miles",4.0L,503BHP,Auto,Petrol,2 owners,"£52,000"
BMW M5 M5 4dr DCT [Competition Pack],2018,Saloon,"18,170 miles",4.4L,617BHP,Auto,Petrol,1 owner,"£56,000"
VOLKSWAGEN GOLF 2.0 TSI GTI 5dr [Performance Pack],2016,Hatchback,"45,655 miles",2.0L,227BHP,Manual,Petrol,4 owners,"£18,500"
BMW 1 SERIES M135i xDrive 5dr Step Auto,2020,Hatchback,"30,907 miles",2.0L,302BHP,Auto,Petrol,1 owner,"£32,500"
MERCEDES-BENZ A CLASS A35 4Matic Premium Plus 5dr Auto,2019,Hatchback,"17,001 miles",2.0L,302BHP,Auto,Petrol,1 owner,"£35,000"
PORSCHE 911 [991] TARGA 4 GTS 2dr PDK,2017,Coupe,"13,000 miles",3.0L,444BHP,Auto,Petrol,2 owners,"£102,000"
BMW M4 M4 2dr DCT,2018,Coupe,"33,049 miles",3.0L,425BHP,Auto,Petrol,1 owner,"£34,000"
MINI COUNTRYMAN 2.0 John Cooper Works ALL4 5dr Auto [Chili/Media],2017,Hatchback,"42,477 miles",2.0L,228BHP,Auto,Petrol,1 owner,"£24,500"
MINI HATCHBACK 2.0 John Cooper Works II 3dr Auto [Chi/Nav+]8Speed,2018,Hatchback,"27,416 miles",2.0L,228BHP,Auto,Petrol,1 owner,"£23,000"
PORSCHE 911 [991] TURBO COUPE S 2dr PDK,2016,Coupe,"22,062 miles",3.8L,572BHP,Auto,Petrol,3 owners,"£114,500"
PORSCHE CAYMAN COUPE 4.0 GT4 2dr PDK,2022,Coupe,"4,534 miles",4.0L,414BHP,Auto,Petrol,1 owner,"£96,500"
PORSCHE 911 [991] CARRERA CABRIOLET 2dr,2013,Convertible,"39,243 miles",3.4L,350BHP,Manual,Petrol,5 owners,"£59,500"
MINI HATCHBACK 2.0 John Cooper Works II 3dr Auto [Nav] 8 Speed,2019,Hatchback,"25,580 miles",2.0L,228BHP,Auto,Petrol,2 owners,"£22,750"
PORSCHE 911 [991] CARRERA COUPE S 2dr PDK,2014,Coupe,"37,683 miles",3.8L,400BHP,Auto,Petrol,3 owners,"£63,500"
MERCEDES-BENZ C CLASS C63 S Premium 2dr Auto,2018,Coupe,"28,720 miles",4.0L,503BHP,Auto,Petrol,2 owners,"£50,500"
BENTLEY CONTINENTAL GT 4.0 V8 S 2dr Auto,2015,Coupe,"18,858 miles",4.0L,521BHP,Auto,Petrol,4 owners,"£61,950"
PORSCHE MACAN ESTATE S 5dr PDK,2019,Estate,"25,766 miles",3.0L,349BHP,Auto,Petrol,1 owner,"£54,500"
BMW 1 SERIES M140i Shadow Edition 5dr Step Auto,2018,Hatchback,"33,000 miles",3.0L,335BHP,Auto,Petrol,2 owners,"£25,500"
AUDI RS5 4.2 FSI Quattro 2dr S Tronic,2014,Coupe,"67,332 miles",4.2L,444BHP,Auto,Petrol,2 owners,"£23,500"
FERRARI 488 CONVERTIBLE Spider 2dr Auto,2018,Convertible,"11,188 miles",3.9L,660BHP,Auto,Petrol,1 owner,"£192,000"
PORSCHE 911 [991] GT COUPE GT3 2dr PDK,2014,Coupe,"24,731 miles",3.8L,475BHP,Auto,Petrol,5 owners,"£109,500"
BMW I8 2dr Auto,2015,Coupe,"30,294 miles",1.5L,357BHP,Auto,Hybrid,2 owners,"£44,500"
MAZDA MX-5 2.0 Sport Recaro 2dr,2016,Convertible,"38,964 miles",2.0L,345BHP,Manual,Petrol,1 owner,"£15,500"
MASERATI LEVANTE Hybrid GT Sport Pack 5dr Auto,2022,Estate,"4,788 miles",2.0L,326BHP,Auto,Petrol,1 owner,"£65,000"
LAND ROVER RANGE ROVER SPORT 5.0 V8 S/C 575 SVR 5dr Auto,2019,Estate,"30,991 miles",5.0L,567BHP,Auto,Petrol,2 owners,"£74,500"
BENTLEY BENTAYGA 4.0 V8 5dr Auto,2018,Estate,"45,056 miles",4.0L,542BHP,Auto,Diesel,1 owner,"£98,500"
BMW M2 M2 Competition 2dr,2018,Coupe,"23,208 miles",3.0L,405BHP,Manual,Petrol,1 owner,"£42,500"
BMW M4 M4 2dr DCT [Competition Pack],2017,Coupe,"49,960 miles",3.0L,444BHP,Auto,Petrol,1 owner,"£33,000"
BENTLEY CONTINENTAL GT 6.0 W12 Speed 2dr Auto,2009,Coupe,"72,310 miles",6.0L,601BHP,Auto,Petrol,4 owners,"£28,500"
PORSCHE CAYENNE ESTATE SPECIAL EDITIONS Platinum Edition Diesel 5dr Tiptronic S,2017,Estate,"32,001 miles",3.0L,258BHP,Auto,Diesel,1 owner,"£37,500"
